filename,xmin,ymin,xmax,ymax,angle,xloc,yloc,zloc
004364.txt,697,167,716,209,-1.69,4,1,33
004365.txt,529,178,570,209,1.68,-3,1,37
004366.txt,0,198,247,374,2.28,-3,1,3
004366.txt,456,173,560,245,1.93,-2,1,18
004366.txt,770,175,930,289,-1.77,3,1,12
004366.txt,753,179,836,251,-1.64,4,1,17
004366.txt,630,177,703,219,1.91,2,1,28
004366.txt,975,151,1058,200,-2.01,18,1,32
004366.txt,806,140,852,180,-1.45,21,0,69
004367.txt,650,160,686,196,-1.64,3,0,40
004367.txt,618,162,634,214,2.08,0,1,25
004368.txt,922,185,1241,374,-2.41,2,1,2
004368.txt,232,182,464,334,-1.25,-3,1,9
004368.txt,730,179,926,307,-1.83,2,1,10
004368.txt,417,182,509,243,1.76,-3,1,19
004368.txt,673,177,755,241,-1.7,2,1,18
004368.txt,644,174,694,214,-1.64,2,1,29
004368.txt,437,173,517,211,-2.99,-6,1,36
004368.txt,633,145,685,207,-1.64,2,1,36
004369.txt,634,184,675,213,-1.65,2,1,35
004369.txt,394,178,507,219,0.21,-6,1,29
004369.txt,733,182,880,236,-0.3,5,1,21
004369.txt,202,171,419,258,-2.83,-6,1,16
004369.txt,143,182,408,270,0.52,-6,1,13
004369.txt,76,188,378,296,0.53,-5,1,11
004369.txt,0,188,280,322,0.66,-6,1,8
004369.txt,0,192,220,374,-2.46,-5,1,6
004369.txt,878,183,1151,291,-0.56,6,1,11
004369.txt,947,191,1241,318,-0.68,6,1,9
004370.txt,971,198,1241,374,-2.39,2,1,2
004370.txt,0,220,226,374,-1.02,-4,1,6
004370.txt,702,163,931,324,-1.92,2,1,9
004370.txt,118,196,357,325,1.93,-5,1,11
004370.txt,610,184,687,239,-1.73,1,1,21
004370.txt,583,183,626,219,-1.66,0,1,31
004370.txt,453,183,487,208,1.75,-9,2,50
004370.txt,566,180,597,206,-1.66,-1,2,47
004370.txt,0,185,235,374,2.04,-2,1,4
004371.txt,459,172,500,213,-1.63,-6,2,38
004371.txt,714,184,851,284,-1.37,3,1,13
004371.txt,616,184,732,254,-1.89,1,1,17
004371.txt,275,184,374,250,1.75,-7,1,18
004371.txt,321,177,393,237,1.7,-8,1,24
004371.txt,541,180,606,222,-1.79,-1,1,28
004371.txt,523,183,567,214,-1.74,-3,1,34
004372.txt,364,183,460,222,-2.86,-8,2,30
004372.txt,396,176,487,212,-2.87,-8,1,35
004373.txt,369,181,506,269,1.83,-3,1,14
004374.txt,562,174,579,189,-1.51,-4,1,79
004374.txt,590,160,618,189,-1.58,0,1,75
004374.txt,0,68,298,303,-0.95,-9,1,12
004375.txt,380,184,503,272,-1.36,-2,1,13
004375.txt,587,173,636,218,-1.57,0,1,27
004375.txt,533,172,576,208,-1.46,-2,1,32
004376.txt,0,199,297,374,2.34,-2,1,2
004376.txt,939,65,1241,374,-2.24,3,1,3
004376.txt,785,137,985,337,-1.8,3,1,8
004376.txt,763,182,884,278,-1.71,3,1,13
004376.txt,711,181,742,208,-1.61,6,1,40
004377.txt,593,161,625,195,-1.58,0,1,66
004377.txt,247,188,268,219,2.08,-20,2,42
004377.txt,391,186,434,211,1.84,-13,2,49
004377.txt,704,164,725,210,-1.69,4,1,30
004378.txt,878,205,1241,374,-2.18,2,1,3
004378.txt,752,184,1014,350,-1.89,2,1,8
004378.txt,547,181,576,205,1.64,-2,1,45
004378.txt,666,176,735,232,-1.72,2,1,23
004378.txt,645,177,684,209,-1.68,2,1,36
004378.txt,428,183,482,203,0.15,-12,2,56
004379.txt,130,170,168,245,2.13,-11,1,18
004379.txt,976,199,1096,314,-2.01,5,1,8
004379.txt,432,166,450,223,1.81,-5,1,23
004380.txt,723,185,756,213,-1.61,7,2,39
004381.txt,589,174,634,216,-1.56,0,1,28
004381.txt,0,192,169,273,2.16,-10,1,14
004381.txt,363,181,420,211,1.92,-10,1,36
004381.txt,393,177,443,207,1.83,-10,1,41
004381.txt,658,172,725,203,-0.86,4,1,37
004381.txt,642,174,707,198,-0.86,4,1,44
004382.txt,567,183,618,232,-1.56,0,1,25
004382.txt,376,195,445,240,1.82,-7,2,26
004382.txt,137,195,196,261,2.09,-12,2,20
004383.txt,584,177,611,203,-1.57,0,1,46
004383.txt,462,177,539,241,-1.43,-3,1,20
004383.txt,70,197,254,279,2.06,-9,2,16
004383.txt,319,186,378,221,1.89,-12,2,35
004384.txt,735,155,778,195,-0.12,6,0,31
004384.txt,585,163,616,192,-0.51,0,0,42
004384.txt,332,175,375,219,-0.94,-9,1,27
004384.txt,949,147,1036,174,-0.52,23,0,43
004385.txt,564,170,591,188,-1.4,-1,0,58
004385.txt,453,172,547,212,-1.04,-3,1,28
004385.txt,329,170,397,204,2.05,-12,1,38
004386.txt,568,187,601,218,-1.55,-1,2,36
004386.txt,870,177,1241,345,2.51,5,1,7
004386.txt,822,178,1183,294,-0.41,5,1,10
004386.txt,733,181,932,246,-0.16,5,1,17
004387.txt,585,177,639,221,-1.57,0,1,24
004387.txt,0,2,153,374,-1.61,-4,1,4
004387.txt,384,166,518,228,-2.26,-4,1,22
004387.txt,424,163,522,219,-2.14,-4,1,25
004387.txt,475,165,551,203,-2.3,-4,1,35
004387.txt,646,155,696,203,-1.68,3,1,39
004387.txt,587,173,621,204,-1.55,0,1,37
004387.txt,277,155,490,260,-2.26,-4,1,14
004387.txt,148,133,308,220,2.04,-14,1,28
004388.txt,69,189,318,320,2.06,-5,1,9
004388.txt,832,186,1241,374,-2.14,3,1,5
004388.txt,252,185,403,272,1.92,-5,1,14
004388.txt,750,179,939,298,-1.88,3,1,10
004388.txt,474,178,530,202,0.95,-6,1,43
004388.txt,670,171,686,203,0.82,3,1,37
004389.txt,621,159,667,263,-2.84,0,1,12
004389.txt,913,144,1011,229,2.98,7,1,15
004389.txt,1035,149,1090,287,1.88,5,1,8
004389.txt,586,159,606,181,-1.56,0,0,69
004391.txt,938,192,1241,374,-2.28,2,1,3
004391.txt,743,184,1021,362,-1.91,2,1,7
004391.txt,686,182,827,270,-1.8,2,1,13
004391.txt,353,194,487,279,1.82,-3,1,14
004391.txt,429,188,502,246,1.72,-4,1,20
004391.txt,673,182,760,242,-1.74,2,1,20
004391.txt,664,180,722,225,-1.71,2,1,25
004391.txt,837,158,937,205,2.94,12,1,32
004391.txt,557,181,593,196,2.46,-3,2,76
004392.txt,0,203,212,374,2.35,-4,1,4
004392.txt,145,194,385,321,2.0,-4,1,10
004392.txt,314,189,455,266,1.88,-4,1,15
004392.txt,761,181,977,307,-1.9,3,1,10
004392.txt,484,180,535,215,1.77,-4,1,31
004392.txt,724,180,839,259,-1.79,3,1,15
004392.txt,690,179,752,222,-1.73,4,1,26
004392.txt,505,179,550,210,1.74,-4,1,36
004393.txt,790,163,909,210,-0.3,8,1,26
004393.txt,656,163,683,186,-1.65,3,0,48
004394.txt,514,182,559,214,1.68,-3,1,35
004395.txt,433,201,529,274,1.72,-3,2,17
004395.txt,563,178,586,201,1.6,-3,2,63
004396.txt,585,181,624,212,-1.59,0,1,31
004396.txt,532,180,569,208,-1.49,-3,1,38
004396.txt,610,167,631,195,-1.57,0,1,60
004397.txt,589,178,620,209,-1.59,0,1,40
004397.txt,0,204,165,330,2.26,-7,1,9
004397.txt,444,167,476,191,1.65,-26,2,128
004398.txt,332,192,531,330,1.82,-2,1,9
004400.txt,1032,151,1089,292,2.41,6,1,9
004401.txt,0,225,369,374,2.07,-2,1,4
004401.txt,727,192,943,337,-1.83,2,1,9
004401.txt,250,198,470,346,-1.26,-3,1,9
004401.txt,484,190,546,244,-1.47,-2,2,22
004401.txt,659,177,722,238,-1.71,2,2,24
004401.txt,636,185,666,212,-1.63,2,2,43
004402.txt,187,194,272,229,2.08,-16,2,31
004402.txt,349,184,399,209,1.93,-15,2,47
004402.txt,433,181,465,201,1.81,-13,2,61
004402.txt,477,157,533,195,1.71,-10,2,72
004402.txt,707,170,720,201,-1.71,5,1,40
004403.txt,582,181,615,208,-1.58,0,1,36
004403.txt,385,179,417,199,1.84,-16,1,56
004404.txt,991,147,1029,217,-1.6,10,0,18
004404.txt,448,173,478,195,1.63,-10,1,50
004405.txt,828,170,1241,298,-0.37,5,1,9
004405.txt,1077,158,1241,374,2.34,5,1,4
004406.txt,0,222,157,374,2.32,-5,2,5
004406.txt,97,202,334,321,2.08,-5,1,11
004406.txt,276,195,403,272,1.91,-5,1,16
004406.txt,365,192,455,245,1.83,-6,2,22
004406.txt,879,145,1072,215,2.69,8,1,18
004406.txt,863,144,987,208,2.72,8,0,20
004406.txt,820,151,949,207,2.77,8,1,22
004406.txt,1188,126,1241,173,-0.78,23,0,25
004406.txt,776,157,894,204,2.83,7,1,25
004406.txt,434,188,496,226,1.8,-5,2,29
004406.txt,673,174,739,223,-1.72,3,1,23
004406.txt,663,174,712,215,-1.67,3,1,29
004407.txt,590,161,635,203,-1.5,0,2,56
004407.txt,174,189,291,236,2.04,-13,2,26
004407.txt,426,182,463,205,1.81,-13,2,60
004408.txt,596,175,663,240,-1.57,0,1,19
004408.txt,703,146,732,185,1.53,10,1,74
004409.txt,0,207,357,374,2.12,-3,1,6
004409.txt,836,161,1061,275,1.2,5,1,11
004409.txt,306,186,471,292,1.9,-3,1,12
004409.txt,479,184,546,233,1.7,-3,1,23
004409.txt,802,163,1025,235,-0.3,6,1,16
004409.txt,684,178,752,221,-1.24,4,1,27
004409.txt,722,173,793,212,-1.02,6,1,31
004410.txt,702,138,811,369,0.59,1,1,5
004410.txt,560,142,578,207,1.39,-1,0,18
004410.txt,497,142,531,185,2.34,-3,0,29
004411.txt,586,188,665,254,-1.59,0,1,17
004411.txt,153,181,283,240,2.07,-11,1,21
004411.txt,687,152,775,236,-1.7,3,1,20
004411.txt,428,164,456,264,0.1,-3,1,13
004411.txt,397,174,510,229,-2.2,-5,1,22
004411.txt,439,181,539,219,-2.32,-4,1,28
004411.txt,517,177,570,198,-2.38,-4,1,49
004411.txt,670,179,719,213,-1.69,3,1,31
004411.txt,580,181,623,221,-1.55,0,1,29
004411.txt,320,176,381,203,1.97,-14,1,41
004412.txt,0,205,361,373,-0.93,-2,1,3
004412.txt,365,180,501,276,-1.35,-2,1,12
004412.txt,588,170,641,218,-1.58,0,1,24
004412.txt,391,176,468,222,1.82,-5,1,24
004413.txt,443,168,499,211,1.8,-8,2,45
004414.txt,788,149,863,175,2.79,13,0,44
004414.txt,550,162,574,181,-1.52,-3,0,58
004414.txt,623,160,630,180,3.11,2,0,64
004414.txt,473,167,490,189,0.24,-10,0,63
004415.txt,600,156,630,189,-1.56,0,1,70
004415.txt,432,179,459,197,1.8,-16,2,72
004416.txt,543,181,577,208,1.64,-2,1,40
004417.txt,434,164,442,194,-1.34,-9,0,41
004417.txt,327,156,337,189,-1.43,-16,0,42
004417.txt,960,180,1069,229,-2.16,13,1,23
004417.txt,1034,183,1155,229,-2.24,16,1,23
004417.txt,1097,183,1223,230,0.89,19,1,24
004417.txt,353,154,365,189,-1.24,-14,0,41
004417.txt,343,166,375,247,-1.99,-5,1,14
004417.txt,441,158,475,248,-2.29,-3,1,15
004417.txt,578,159,621,239,-1.73,0,1,17
004417.txt,601,171,637,199,-1.63,0,0,37
004417.txt,296,155,311,197,1.85,-13,0,32
004417.txt,221,153,231,197,-2.68,-16,0,30
004417.txt,967,172,979,209,2.66,18,1,35
004418.txt,1104,216,1241,374,-2.17,3,1,2
004418.txt,691,167,787,233,-1.38,3,1,18
004418.txt,731,168,815,219,-1.34,5,1,22
004418.txt,915,162,959,196,-1.62,15,1,33
004418.txt,824,161,853,186,-1.55,15,0,48
004419.txt,0,63,291,306,2.32,-9,1,10
004419.txt,954,153,1041,272,-2.05,6,1,11
004420.txt,974,193,1241,374,-2.24,3,1,3
004420.txt,819,177,1093,338,-1.92,3,1,8
004420.txt,784,168,837,219,-1.52,7,1,25
004420.txt,790,147,849,201,-1.38,10,1,37
004421.txt,603,176,645,218,-1.56,0,1,28
004421.txt,487,180,541,216,1.73,-3,1,30
004422.txt,0,201,304,369,-0.86,-3,1,3
004422.txt,991,147,1029,217,-1.6,10,0,18
004422.txt,0,171,66,301,2.2,-9,1,10
004423.txt,571,170,602,192,-1.46,0,0,48
004423.txt,462,173,545,212,-0.97,-3,1,29
004423.txt,328,169,397,202,2.05,-12,1,38
004424.txt,136,217,447,374,-2.2,-3,2,8
004424.txt,859,175,971,269,-1.49,6,1,14
004424.txt,1181,159,1241,265,-1.93,10,1,10
004424.txt,0,231,237,356,-2.0,-7,2,11
004424.txt,1130,164,1241,239,-1.74,13,1,16
004424.txt,1085,156,1155,212,-1.62,18,1,25
004425.txt,803,154,853,266,-1.87,3,1,10
004425.txt,396,158,485,278,1.86,-2,1,11
004425.txt,565,157,594,182,1.62,-1,0,45
004425.txt,702,153,720,215,-1.69,2,0,19
004425.txt,273,152,398,321,1.94,-3,1,8
004426.txt,0,202,117,374,2.38,-5,1,4
004426.txt,330,172,418,301,1.91,-3,1,11
004426.txt,396,176,462,293,1.78,-2,1,11
004426.txt,351,188,460,250,1.83,-5,1,20
004426.txt,495,174,521,227,1.69,-3,1,25
004426.txt,486,182,536,211,1.8,-5,1,39
004426.txt,638,175,672,203,-1.55,2,1,41
004426.txt,1130,154,1241,374,-2.79,2,1,0
004427.txt,411,179,447,200,1.73,-13,2,54
004428.txt,196,103,467,296,1.91,-4,1,12
004428.txt,436,175,545,229,1.88,-3,1,20
004428.txt,552,166,567,216,1.03,-1,1,27
004428.txt,871,159,917,200,2.62,12,1,32
004429.txt,624,175,644,188,1.7,2,1,81
004430.txt,1082,166,1240,285,-1.56,8,1,11
004430.txt,156,221,388,345,-1.97,-5,2,11
004430.txt,78,227,234,320,-1.87,-9,2,14
004430.txt,1,225,122,308,-1.77,-13,2,17
004431.txt,249,177,358,212,-0.54,-12,1,29
004431.txt,552,167,611,195,2.23,-2,1,53
004431.txt,853,167,872,224,-1.54,7,1,21
004431.txt,456,172,531,202,-0.74,-6,1,37
004431.txt,594,175,646,199,-0.96,0,1,47
004432.txt,388,187,612,284,-0.56,-1,1,12
004432.txt,294,170,533,271,-0.52,-3,1,14
004432.txt,107,189,172,226,1.41,-19,2,30
004433.txt,0,191,290,339,2.1,-5,1,8
004433.txt,861,188,1241,374,-2.22,3,1,4
004433.txt,669,172,686,205,0.85,3,1,36
004433.txt,609,153,687,193,3.1,3,1,66
004434.txt,618,171,669,222,-1.59,1,1,23
004434.txt,356,190,479,266,1.82,-4,1,15
004435.txt,598,175,630,205,-1.58,0,1,41
004435.txt,660,162,713,193,-1.79,7,1,73
004435.txt,22,198,181,264,2.15,-13,2,19
004435.txt,202,204,236,230,2.13,-17,2,31
004435.txt,420,170,451,200,1.81,-16,2,70
004436.txt,596,175,663,239,-1.57,0,1,19
004436.txt,719,129,784,200,1.46,8,1,44
004436.txt,711,143,751,194,1.5,9,1,56
004436.txt,365,179,378,216,1.97,-10,1,31
004437.txt,398,176,589,262,0.34,-2,1,14
004438.txt,651,192,676,219,-1.54,3,2,45
004439.txt,686,175,787,266,-1.69,2,1,13
004439.txt,378,187,520,279,1.88,-2,1,14
004440.txt,427,178,520,253,-1.41,-3,1,17
004440.txt,719,176,833,263,-1.79,3,1,14
004440.txt,680,178,765,243,-1.74,2,1,18
004440.txt,482,144,553,220,1.68,-3,1,27
004440.txt,650,177,690,212,-1.62,2,1,32
004440.txt,781,179,1072,359,-1.93,3,1,8
004441.txt,566,179,585,194,1.63,-3,2,74
004442.txt,0,70,149,374,2.49,-4,1,2
004442.txt,156,212,423,344,2.02,-4,2,11
004442.txt,425,195,459,300,-1.89,-3,2,13
004442.txt,481,201,513,284,0.69,-2,2,15
004442.txt,487,196,515,280,1.18,-2,2,16
004442.txt,609,202,665,255,-2.76,0,2,24
004442.txt,1152,190,1241,241,2.22,19,2,23
004443.txt,0,154,204,373,-1.87,-2,1,4
004443.txt,160,172,252,373,-1.78,-2,1,4
004443.txt,0,171,91,373,-1.53,-4,1,5
004443.txt,241,168,308,343,-1.67,-3,1,7
004443.txt,462,163,500,247,1.57,-2,1,16
004443.txt,671,158,694,225,1.37,2,1,19
004444.txt,770,182,1170,374,-1.98,2,1,6
004444.txt,695,182,845,290,-1.81,2,1,12
004444.txt,393,178,471,213,-2.88,-8,1,34
004444.txt,670,168,707,196,1.4,5,1,48
004444.txt,563,178,586,200,1.59,-2,1,49
004445.txt,580,146,631,207,-1.57,0,2,46
004445.txt,405,187,435,204,1.81,-17,2,67
004446.txt,497,183,547,222,1.69,-3,1,29
004446.txt,0,186,378,374,2.06,-3,1,6
004447.txt,572,173,615,212,-1.57,0,1,32
004447.txt,0,210,241,375,-0.88,-4,1,5
004447.txt,0,187,217,283,-0.98,-8,1,12
004447.txt,216,183,400,284,-1.2,-5,1,12
004447.txt,279,169,381,233,-1.21,-8,1,22
004447.txt,404,153,491,238,-1.36,-4,1,20
004447.txt,438,150,518,226,-1.4,-4,1,25
004447.txt,356,183,416,219,-1.28,-8,1,28
004447.txt,494,172,535,205,-1.46,-5,1,40
004447.txt,169,182,286,233,-1.09,-11,1,22
004448.txt,494,182,557,224,1.7,-3,1,28
004449.txt,426,159,513,306,-3.01,-1,1,8
004450.txt,1040,168,1241,257,2.94,10,1,13
004450.txt,0,231,111,293,1.06,-16,3,20
004450.txt,666,194,766,233,-0.8,4,2,29
004450.txt,479,187,511,202,-1.58,-8,2,53
004450.txt,481,168,506,198,-1.58,-9,2,59
004451.txt,322,193,436,282,1.69,-4,1,14
004451.txt,530,182,556,203,-1.7,-5,2,59
004452.txt,0,176,467,374,2.12,-2,1,5
004452.txt,883,204,1241,374,-1.93,2,1,4
004452.txt,451,176,601,279,-1.31,-1,1,12
004452.txt,619,168,672,209,1.75,1,1,31
004452.txt,771,176,845,241,-1.66,5,1,18
004452.txt,765,180,820,225,-1.61,5,1,23
004453.txt,556,179,607,212,1.74,-1,1,34
004454.txt,508,178,551,209,-1.49,-3,1,32
004455.txt,538,172,579,205,-1.69,-2,1,35
004455.txt,0,168,61,254,1.44,-11,1,13
004455.txt,451,165,479,191,1.64,-9,1,48
004456.txt,676,105,878,262,-1.74,3,1,19
004456.txt,314,187,374,215,1.94,-15,2,43
004457.txt,536,178,566,205,1.67,-3,2,47
004458.txt,86,190,388,374,-1.17,-3,1,7
004458.txt,354,185,490,279,1.8,-3,1,14
004458.txt,476,182,532,219,1.7,-4,1,30
004458.txt,531,174,553,192,1.63,-5,1,56
004459.txt,554,172,616,234,-1.57,0,1,21
004459.txt,97,167,159,198,2.14,-27,1,40
004459.txt,773,175,786,205,-1.81,9,1,40
004460.txt,576,179,604,207,-1.57,-1,2,45
004461.txt,480,168,518,200,1.68,-5,1,39
004462.txt,0,143,96,374,-2.32,-6,1,5
004462.txt,0,180,251,344,0.71,-6,1,7
004462.txt,0,170,336,300,-2.56,-6,1,10
004462.txt,258,173,442,239,0.41,-6,1,18
004462.txt,344,166,479,229,-2.87,-6,1,23
004462.txt,677,184,758,244,-1.73,2,1,19
004462.txt,652,176,701,219,-1.66,2,1,30
004462.txt,404,178,513,218,-2.97,-6,1,30
004463.txt,508,163,585,233,-1.53,-1,1,18
004463.txt,500,167,560,216,-1.45,-2,1,24
004463.txt,347,142,452,217,1.88,-6,1,25
004464.txt,500,174,553,224,1.66,-3,2,31
004464.txt,548,180,573,203,1.66,-3,2,55
004465.txt,602,174,624,190,1.65,0,1,65
004466.txt,0,203,134,356,2.3,-7,1,7
004466.txt,280,183,353,267,1.97,-6,1,15
004466.txt,611,178,634,201,-1.58,0,1,51
004466.txt,491,174,534,206,1.85,-6,2,45
004466.txt,656,175,681,199,-1.58,3,1,49
004467.txt,427,193,516,257,1.77,-3,2,19
004467.txt,513,185,554,222,1.69,-3,2,35
004467.txt,541,187,568,212,1.62,-3,2,46
004467.txt,563,183,594,202,1.88,-2,2,61
004468.txt,563,188,700,275,1.89,0,1,14
004468.txt,653,188,807,291,1.84,2,1,12
004468.txt,0,193,581,374,2.42,-2,1,5
004468.txt,654,186,752,244,1.83,2,1,20
004468.txt,727,186,784,226,1.76,5,1,27
004468.txt,801,162,837,203,1.6,13,1,48
004468.txt,785,181,819,209,1.62,10,1,39
004469.txt,349,159,411,310,0.29,-2,1,8
004470.txt,162,159,230,298,0.55,-5,1,9
004471.txt,173,178,252,213,2.08,-19,1,35
004471.txt,235,180,305,207,2.04,-18,1,40
004472.txt,501,173,616,258,-1.41,0,1,14
004472.txt,780,169,951,297,-1.75,3,1,11
004472.txt,545,176,647,236,-1.29,0,1,19
004472.txt,739,178,785,213,-1.65,6,1,32
004472.txt,544,164,562,228,-1.42,-1,1,21
004473.txt,303,188,474,304,1.86,-3,1,11
004473.txt,537,178,569,205,1.67,-3,1,42
004473.txt,299,176,344,204,1.95,-20,2,51
004473.txt,591,178,631,218,-1.56,0,1,31
004474.txt,161,158,351,373,-2.01,-2,1,4
004474.txt,275,170,361,373,-1.9,-2,1,5
004474.txt,126,172,202,373,-1.65,-3,1,6
004474.txt,111,176,183,341,-1.38,-5,1,8
004474.txt,372,160,437,327,-2.23,-2,1,8
004474.txt,151,180,211,351,-1.83,-4,1,7
004474.txt,308,167,385,325,-1.75,-3,1,8
004474.txt,311,178,456,277,1.8,-3,1,13
004474.txt,478,163,510,234,1.59,-2,1,19
004474.txt,669,158,694,221,1.38,2,1,21
004474.txt,538,169,552,215,-1.57,-2,1,27
004474.txt,548,166,564,214,-1.65,-1,1,27
004475.txt,586,180,656,243,-1.57,0,1,17
004475.txt,585,176,636,220,-1.59,0,1,25
004476.txt,609,130,671,205,-1.59,1,1,39
004476.txt,0,188,115,231,2.17,-21,2,28
004476.txt,105,187,184,222,2.1,-21,2,33
004476.txt,175,186,242,214,2.08,-21,2,38
004476.txt,223,184,283,209,2.07,-21,2,43
004476.txt,273,181,316,205,1.98,-21,2,49
004477.txt,167,179,240,207,-1.04,-21,1,38
004477.txt,66,156,157,204,-0.97,-27,1,40
004477.txt,215,173,275,201,2.05,-22,1,44
004478.txt,0,158,132,320,2.31,-9,1,10
004478.txt,192,180,337,257,2.05,-8,1,18
004478.txt,354,182,434,223,1.92,-8,1,27
004478.txt,708,150,743,184,-1.63,13,1,82
004478.txt,421,173,477,213,1.85,-7,1,34
004478.txt,456,181,498,208,1.81,-7,1,39
004478.txt,474,176,518,206,1.8,-6,1,44
004479.txt,0,183,29,279,1.06,-15,2,15
004479.txt,838,174,954,249,-1.83,6,1,16
004479.txt,933,178,1078,245,-1.97,8,1,16
004479.txt,0,179,159,236,0.64,-19,2,26
004479.txt,0,187,85,250,0.7,-18,2,21
004479.txt,89,163,239,222,0.57,-20,2,32
004479.txt,144,166,274,217,0.47,-20,2,37
004479.txt,509,163,571,198,2.74,-6,2,62
004480.txt,311,167,359,209,1.92,-18,2,49
004480.txt,306,185,367,218,1.95,-14,2,37
004480.txt,361,176,401,203,1.85,-18,2,59
004481.txt,574,171,627,221,-1.57,0,1,25
004481.txt,0,158,345,375,-1.05,-4,1,7
004481.txt,217,183,350,245,-1.16,-8,1,19
004481.txt,389,182,479,238,-1.35,-4,1,20
004481.txt,515,175,549,204,-1.48,-4,1,43
004481.txt,0,194,51,269,-0.81,-12,1,13
004481.txt,113,180,244,238,-1.05,-12,1,21
004482.txt,524,142,592,302,-3.08,0,1,8
004483.txt,34,192,355,340,2.04,-5,1,10
004483.txt,276,169,400,336,1.98,-3,1,8
004483.txt,766,152,808,231,-1.8,4,1,18
004483.txt,457,181,529,220,1.82,-4,1,28
004483.txt,665,175,715,213,-1.63,3,1,30
004484.txt,663,147,721,185,-1.72,8,1,75
004484.txt,0,191,134,325,2.28,-9,2,10
004484.txt,220,188,346,252,1.99,-8,1,19
004484.txt,314,186,400,234,1.92,-8,1,25
004484.txt,453,179,495,206,1.78,-8,2,44
004484.txt,847,156,869,195,-1.9,11,1,33
004485.txt,586,174,612,200,-1.58,0,1,48
004485.txt,0,122,286,246,2.21,-19,2,23
004486.txt,0,194,365,374,2.04,-3,1,6
004486.txt,151,170,345,235,3.12,-9,1,18
004486.txt,457,164,524,188,2.91,-8,1,48
004487.txt,728,148,918,291,-1.87,3,1,11
004487.txt,470,185,512,254,-1.42,-2,1,14
004487.txt,436,186,479,254,-1.37,-2,1,14
004487.txt,457,187,492,251,1.77,-2,1,15
004487.txt,354,165,384,258,-1.46,-4,1,14
004488.txt,400,177,528,239,1.9,-3,1,18
004488.txt,834,160,884,204,2.79,10,1,29
004488.txt,1090,160,1219,199,2.35,21,1,28
004489.txt,818,177,1129,274,-0.2,6,1,12
004489.txt,0,177,211,255,0.81,-11,1,15
004490.txt,855,157,906,232,-1.95,6,1,18
004490.txt,124,191,253,244,2.1,-13,2,23
004490.txt,258,187,327,217,1.97,-17,2,39
004491.txt,763,186,1007,348,1.29,2,1,8
004491.txt,589,174,628,205,1.64,0,1,36
004491.txt,390,175,531,223,-2.94,-4,1,23
004492.txt,0,108,177,374,2.4,-3,1,2
004492.txt,800,183,1040,349,-1.76,3,1,8
004492.txt,583,161,627,208,-1.61,0,1,33
004492.txt,819,129,1015,203,-0.43,11,1,27
004492.txt,347,162,415,210,-1.27,-10,1,33
004492.txt,712,167,773,201,-1.82,6,1,34
004492.txt,647,148,678,182,1.47,4,0,61
004492.txt,757,163,820,200,-1.85,8,1,34
004492.txt,608,137,638,184,1.55,1,0,58
004492.txt,124,179,200,211,-1.1,-20,1,33
004493.txt,0,184,205,330,-2.45,-6,1,8
004493.txt,0,192,302,301,-2.59,-6,1,10
004493.txt,113,163,397,281,-2.71,-6,1,13
004493.txt,798,176,961,242,-2.42,6,1,17
004493.txt,247,186,406,251,-2.82,-7,1,18
004493.txt,278,188,426,244,-2.82,-7,1,20
004493.txt,616,180,655,208,-1.69,1,1,39
004494.txt,542,168,571,195,-1.55,-2,0,42
004494.txt,350,169,486,223,-0.57,-6,1,24
004494.txt,328,170,397,203,2.05,-12,1,38
004496.txt,752,187,909,294,-1.81,3,1,11
004496.txt,199,186,423,259,-2.79,-6,1,15
004496.txt,327,181,468,235,-2.87,-6,1,20
004496.txt,377,180,504,226,-2.87,-5,1,25
004496.txt,717,179,818,258,-1.75,3,1,16
004496.txt,680,184,729,221,-1.73,3,1,30
004496.txt,432,181,528,222,0.23,-4,1,27
004496.txt,652,167,680,198,-1.62,4,1,57
004496.txt,513,179,573,199,-3.02,-5,1,54
004498.txt,568,140,627,212,-1.54,0,2,41
004498.txt,384,189,422,211,1.84,-15,2,54
004499.txt,346,168,372,255,0.34,-5,1,14
004499.txt,1133,162,1241,294,2.85,7,1,9
004499.txt,0,184,124,318,2.41,-8,1,8
004499.txt,759,162,860,205,2.75,8,1,32
004499.txt,1113,126,1241,201,2.6,28,1,29
004499.txt,704,174,730,194,-1.48,8,1,54
004499.txt,415,178,458,210,-1.43,-8,1,36
004499.txt,563,177,590,196,1.81,-2,1,58
004499.txt,518,177,551,196,1.92,-6,1,58
004500.txt,0,200,134,300,2.14,-9,1,11
004500.txt,113,189,276,255,2.26,-10,1,18
004500.txt,652,177,686,206,-1.54,2,1,35
004500.txt,611,171,648,200,-1.46,1,1,43
004500.txt,668,172,696,197,-1.54,4,1,46
004500.txt,917,157,1008,188,-0.62,17,0,35
004500.txt,885,156,964,186,-0.57,17,0,39
004501.txt,582,179,624,219,-1.57,0,1,31
004501.txt,947,150,1057,293,-2.0,5,1,10
004502.txt,31,199,135,230,-0.19,-27,2,38
004503.txt,465,163,515,209,1.59,-4,0,24
004503.txt,933,154,968,224,-2.7,9,1,19
004503.txt,949,156,971,224,-2.7,10,1,19
004503.txt,1193,156,1223,224,2.38,19,1,19
004503.txt,491,168,529,199,1.62,-4,0,33
004503.txt,515,169,554,185,-2.15,-6,0,69
004504.txt,587,176,646,233,-1.55,0,1,22
